Total Nodes: 2000
Calculation Time (seconds): 0.18401575088500977

Node	Degree	True_BC	Approximated_BC	ErrorPercentage	NumSSP	NumSSP/TotalNodes
0	176	0.14496991836509301	0.0011347014848765724	99.217285	2	0.001000
1	61	0.029978515477085427	1.1131114187387601e-69	100.000000	22	0.011000
2	30	0.009787688212054689	0	100.000000	0	0.000000
3	59	0.030586144762059182	2.248765850673305e-23	100.000000	8	0.004000
4	28	0.00708794511185237	0	100.000000	0	0.000000
5	120	0.07057629760596569	1.0599110346414627e-36	100.000000	12	0.006000
6	92	0.0548715409917757	3.287431578725589e-43	100.000000	14	0.007000
7	111	0.07313071048055306	8.793610222534736e-27	100.000000	9	0.004500
8	118	0.07219555556822452	0.0011006504253127565	98.475460	2	0.001000
9	44	0.015116405399248958	3.796476027786799e-303	100.000000	93	0.046500
10	93	0.04845846203859426	1.6479551296877395e-79	100.000000	25	0.012500
11	41	0.01517518736100202	0.0	100.000000	159	0.079500
12	77	0.03924140218659202	8.026516554780683e-27	100.000000	9	0.004500
13	47	0.020262832442133585	5.484381306726474e-119	100.000000	37	0.018500
14	50	0.01954324245923374	1.1981627746021017e-227	100.000000	70	0.035000
15	41	0.01268721574189555	0.0	100.000000	107	0.053500
16	82	0.039960993805027364	2.282586013776468e-66	100.000000	21	0.010500
17	57	0.024855464682468346	1.8376329563360142e-283	100.000000	87	0.043500
18	80	0.040994836135135417	2.2951704784615192e-135	100.000000	42	0.021000
19	47	0.016514526148136786	2.602332213598757e-155	100.000000	48	0.024000
20	49	0.020459090337436394	4.785263466383252e-109	100.000000	34	0.017000
21	78	0.03692696095253837	1.628959552834532e-112	100.000000	35	0.017500
22	29	0.008368370587743085	0	100.000000	0	0.000000
23	55	0.021865005867370717	2.920487779227341e-122	100.000000	38	0.019000
24	44	0.014431438805519878	3.3406778989891284e-99	100.000000	31	0.015500
25	50	0.01730954445189563	0.0	100.000000	111	0.055500
26	17	0.004239854962725824	0	100.000000	0	0.000000
27	24	0.006562062293196488	0	100.000000	0	0.000000
28	14	0.002079406921118448	0	100.000000	0	0.000000
29	36	0.01138625396719398	0	100.000000	0	0.000000
30	38	0.013182947430629253	4.775983744746638e-165	100.000000	51	0.025500
31	17	0.004005375635138329	0	100.000000	0	0.000000
32	41	0.011957260401836792	9.137154385804399e-60	100.000000	19	0.009500
33	19	0.002997948357755506	0	100.000000	0	0.000000
34	44	0.016274954864881515	8.396530850054927e-60	100.000000	19	0.009500
35	24	0.005994482593917552	0	100.000000	0	0.000000
36	19	0.004347023850750358	0	100.000000	0	0.000000
37	60	0.02491074043283684	9.194229245544078e-231	100.000000	71	0.035500
38	37	0.010770465598205721	0	100.000000	0	0.000000
39	17	0.004295734994940385	0	100.000000	0	0.000000
40	17	0.004494687689874435	0	100.000000	0	0.000000
41	41	0.013631429255806347	0.0	100.000000	227	0.113500
42	30	0.009431707914219968	0	100.000000	0	0.000000
43	10	0.0016400384237587706	0	100.000000	0	0.000000
44	11	0.00142197983340647	0	100.000000	0	0.000000
45	24	0.005601520420173431	0	100.000000	0	0.000000
46	27	0.005754901988180617	0	100.000000	0	0.000000
47	11	0.002177065019296853	0	100.000000	0	0.000000
48	16	0.002757602110072292	0	100.000000	0	0.000000
49	11	0.0018904087397653578	0	100.000000	0	0.000000
50	33	0.01077933259216439	0	100.000000	0	0.000000
51	13	0.002197876151012067	0	100.000000	0	0.000000
52	22	0.003981062762754193	0	100.000000	0	0.000000
53	25	0.006659143467838132	0	100.000000	0	0.000000
54	26	0.005424478693712392	0	100.000000	0	0.000000
55	30	0.008457074663835528	0	100.000000	0	0.000000
56	29	0.007362430915791451	0	100.000000	0	0.000000
57	25	0.004925613706284647	0	100.000000	0	0.000000
58	25	0.005375275088702116	0	100.000000	0	0.000000
59	24	0.007980070823463475	0	100.000000	0	0.000000
60	20	0.0035039923293420203	0	100.000000	0	0.000000
61	24	0.004691176913034369	0	100.000000	0	0.000000
62	28	0.007382203266553408	0	100.000000	0	0.000000
63	11	0.0011712548885961253	0	100.000000	0	0.000000
64	10	0.0020209204035212657	0	100.000000	0	0.000000
65	15	0.002992853340530007	0	100.000000	0	0.000000
66	24	0.004245696621264407	0	100.000000	0	0.000000
67	20	0.00513716348531344	0	100.000000	0	0.000000
68	54	0.017737277655092237	6.58920200231595e-185	100.000000	57	0.028500
69	13	0.0019802464242070564	0	100.000000	0	0.000000
70	16	0.002821599093353362	0	100.000000	0	0.000000
71	22	0.005742969638344772	0	100.000000	0	0.000000
72	21	0.005226320784818262	0	100.000000	0	0.000000
73	31	0.0075242206679349095	0	100.000000	0	0.000000
74	41	0.013514448970945139	0.0	100.000000	164	0.082000
75	17	0.0037209635694552103	0	100.000000	0	0.000000
76	20	0.00392615225301014	0	100.000000	0	0.000000
77	19	0.003665667669692504	0	100.000000	0	0.000000
78	28	0.0055053823524309755	0	100.000000	0	0.000000
79	19	0.0037850135405427705	0	100.000000	0	0.000000
80	18	0.003990599620120172	0	100.000000	0	0.000000
81	19	0.003899592462018176	0	100.000000	0	0.000000
82	28	0.006550230272293544	0	100.000000	0	0.000000
83	17	0.003058009798204584	0	100.000000	0	0.000000
84	26	0.007808007034113979	0	100.000000	0	0.000000
85	25	0.005713572674346991	0	100.000000	0	0.000000
86	19	0.003026039858772196	0	100.000000	0	0.000000
87	11	0.0013637751703363785	0	100.000000	0	0.000000
88	15	0.00300363499722512	0	100.000000	0	0.000000
89	20	0.004302252003951021	0	100.000000	0	0.000000
90	19	0.004202572634098591	0	100.000000	0	0.000000
91	13	0.002148313895078629	0	100.000000	0	0.000000
92	17	0.0024813993171517645	0	100.000000	0	0.000000
93	21	0.004646891421336167	0	100.000000	0	0.000000
94	20	0.004959682652112825	0	100.000000	0	0.000000
95	12	0.0017733032666082242	0	100.000000	0	0.000000
96	11	0.0013345170751474327	0	100.000000	0	0.000000
97	10	0.0010379306503552697	0	100.000000	0	0.000000
98	16	0.0025910805752152105	0	100.000000	0	0.000000
99	16	0.002628824872108027	0	100.000000	0	0.000000
100	9	0.0013973403891563063	0	100.000000	0	0.000000
101	17	0.0030413123057769216	0	100.000000	0	0.000000
102	12	0.0013942433322045313	0	100.000000	0	0.000000
103	15	0.0021023667406868023	0	100.000000	0	0.000000
104	26	0.006632314107902233	0	100.000000	0	0.000000
105	14	0.002674470466248459	0	100.000000	0	0.000000
106	18	0.0023631899868452964	0	100.000000	0	0.000000
107	13	0.0024142412689016524	0	100.000000	0	0.000000
108	17	0.003453419650230218	0	100.000000	0	0.000000
109	8	0.000837644748521906	0	100.000000	0	0.000000
110	13	0.0019510403229403028	0	100.000000	0	0.000000
111	13	0.002135750564553654	0	100.000000	0	0.000000
112	25	0.005893049930572757	0	100.000000	0	0.000000
113	26	0.006703944065791278	0	100.000000	0	0.000000
114	13	0.0016427491819179056	0	100.000000	0	0.000000
