Node	BetweennessCentrality
2958	0.002980800801100231
2959	0.0005966587112171837
1494	0.0011664197463736525
1573	0.011253947050984578
1590	0.005051243889657765
1603	0.006694566551273365
2634	0.0016709050860973748
2635	0.0006602954762855281
1984	0.00896508176012948
1985	0.0158982965743907
1453	0.0005199730508336608
1454	0.0008367225495353784
1450	0.004705371825018664
697	0.0014160318035436714
698	0.0005966587112171837
1447	0.0014621980134881046
2036	0.002806754025104902
2034	0.0006512603731695615
564	0.00109744988210714
566	0.0009418530876884962
707	0.004991563865303752
1439	0.0009430609432447108
360	0.001209129366075154
361	0.0005966587112171837
359	0.0007100131927373047
1480	0.0006736933433034733
1481	0.0003156023379703151
2833	0.021521778060965484
2814	0.05402735674220871
1436	0.0006030471465810934
1437	0.0004145130311832491
1571	0.001101205247702209
1566	0.007049064140405527
1568	0.001470514699755966
1567	0.014440375140283158
2884	0.02010160538498648
2858	0.017001032140702702
1467	0.0007329299138811986
1470	0.0003350640664133065
1993	0.001043171930981623
1994	0.0006690800563488253
2058	0.0006159041379553326
2059	0.0017133563045800128
2434	0.002744232631179099
2436	0.006485433956424326
2440	0.029689375482485954
2492	0.0028394494207690164
1564	0.0006506527135991663
1565	0.007606964262817888
162	0.002984528964891862
163	0.005576094131431934
553	0.004656718925832011
557	0.0038638993561515844
556	0.0005109411513694943
1465	0.013941023995980482
1466	0.018318350981522607
351	0.0037089731591519854
367	0.00044820751963627195
368	0.022832682238002822
352	0.0739554858738765
2050	0.004037717952891856
2051	0.0040946525161708975
1434	0.0012759319744458319
1435	0.001017774256524775
1563	0.00838593763113536
1599	0.031046036990687052
1983	0.021714259103593644
1981	0.004634996081441926
1433	0.006474854508989459
1558	0.011759020920900917
2418	0.0026946255437446114
2423	0.0019574583576288003
2052	0.028599328736750494
2809	0.0005966587112171837
2811	0.024344823624765637
2621	0.024939281029437373
2620	0.07327661823929184
2590	0.0008143752282219514
2592	0.0021507682330239434
694	0.0015686193641704829
695	0.0009765989877261252
2395	0.07701552277175351
2396	0.0023367329638900587
1596	0.0024216904816220523
1597	0.0021355772061525387
656	0.0033924600570424835
592	0.005013145618388755
2632	0.0024062365782931165
2588	0.002312811785485498
1794	0.004494683446268085
1795	0.002097470887211074
2877	0.0008612924778955174
2878	0.01839913907540016
2879	0.018782046182185697
1813	0.0011704361291134538
1814	0.0011271790188025635
653	0.0012399806946889185
654	0.0005647565782840283
2619	0.016867005452402904
2618	0.07036770240667434
1228	0.05562588407779624
1227	0.005654692422968343
1738	0.021889112457661505
1739	0.0009232812032029909
167	0.0025932880901592516
164	0.0063161875378392575
1799	0.0010594248795136865
1800	0.0005629818274131472
539	0.0013909849339024457
540	0.0015374658187816848
1751	0.0022153426132095963
1752	0.0007832018130432395
1370	0.0003106172315047494
1375	0.0006906301135036783
1230	0.000660422517521214
1232	0.0027733437690005717
1233	0.0006922687743074724
1926	0.0003068069797022308
1927	0.0017779045507282834
1226	0.0020155290626220146
542	0.0006006055732778563
2579	0.01577411722356848
2577	0.07899095850055679
1785	0.0027362803282196466
1791	0.0022142158431482017
528	0.005520163931971833
529	0.0047781262056157585
1784	0.009558366054741859
1923	0.000730867282062939
1810	0.0018959897384868618
1920	0.0034944589604201503
2829	0.0005966587112171837
2828	0.002013679802773007
1922	0.0020909770512915872
2613	0.004618042472518715
2614	0.0016871758488501952
1805	0.0012766047453640836
1806	0.0008848620766211373
1787	0.010610124360139394
1788	0.002635226186985994
2578	0.006671805189541382
2583	0.0
638	0.006285921964972967
635	0.0020220484573020094
584	0.001586770282154681
585	0.0012277638001148997
1381	0.002438968480728918
1382	0.0022310433045343936
1917	0.006378445965581486
1918	0.007889695543090337
633	0.0028465742043719973
1425	0.004977817217296373
1418	0.0012731255440979613
641	0.001476035356813134
642	0.00028166512590982896
632	0.005439861812315321
2393	0.08550569691347676
2394	0.009170458760456225
2386	0.0834599417933026
2616	0.0010096808057823475
1780	0.00087182644929691
1781	0.004157747692278589
1919	0.004700100693624632
1948	0.0017640067248126945
1949	0.0007367287517369128
1259	0.000607423505439989
1260	0.0012148821935468318
2625	0.021235638006204174
2626	0.0007052843954316635
1774	0.0025076484101502496
1721	0.0007327034345651947
1722	0.012004435731204287
2584	0.0006076381638586912
2586	0.0030827534243707644
1718	0.0006451774990618008
1947	0.002383212517714896
1943	0.0009561459243263114
1931	0.002496925859048379
1206	0.026817571160938605
1218	0.06252340689811424
1772	0.007742500749902907
1946	0.004541573751280879
1417	0.0006739085512458799
1416	0.003692142011122234
1773	0.005511965275021923
1916	0.00335975201264284
192	0.0013629355388336064
193	0.0005966587112171837
1915	0.000965449783712425
1723	0.0005922864900921845
1728	0.002862607595876784
2624	0.0030396151512713386
2623	0.02268577470853513
518	0.0014215351077452867
519	0.002563730248491258
1941	0.005116368435069414
1942	0.0013475792847641107
2815	0.0020689563695642094
2816	0.02538227772281158
2876	0.016685499958811155
2872	0.020219940626021914
189	0.0
190	0.0018513493953402575
1350	0.0012139678678055722
1351	0.002281198829196331
2818	0.026099973471810936
2827	0.002296456433467364
1408	0.005412842729645134
1409	0.0
2946	0.004043516287221695
2947	0.02811477324496272
2794	0.0025579961488550714
2796	0.00197168109434871
1768	0.0029115179302425607
1767	0.006326708571751794
1764	0.0010558434202506035
1765	0.0008024246219114077
1889	0.0018829861622353331
1890	0.002289028855258608
1763	9.574475698357891e-05
643	0.005165634615526408
644	0.005371960239153342
1891	0.0006972069874047299
1244	0.005672289053348766
1248	0.0009601409684408561
1761	0.000884232141201129
1762	0.000788371593030293
1403	0.002454925510589932
1404	0.0005567516212775172
1247	0.002224501496889725
1939	0.0056784475524256535
1940	0.008487990747113297
1903	0.0014388663900570902
1905	0.005926256698218497
1725	0.023433217403765565
1726	0.0021213852799217016
2825	0.014092534743804182
2826	0.012192653168957995
1245	0.0014142066010040936
1246	0.0015728154945173095
2569	0.0018376354185602468
2570	0.001096548894086842
1902	0.0015963679590388499
1841	0.0063784982878026504
1242	0.0013309299801224194
2559	3.2090887203518015e-05
2560	0.0006968224353065608
1240	0.0005966587112171837
1840	0.007357616167889793
1674	0.0005966587112171837
1676	0.003832144206062191
2568	0.0007421654139713314
2566	0.0008063632347236611
1873	0.026337312958918904
1872	0.0007709969361649947
1842	0.000823712146037646
1837	0.0024904963230529095
1210	0.011854076119043742
1209	0.0029777126734786387
1208	0.010088327092735876
1879	0.00191664916259483
1884	0.0010075176033719664
1878	0.0006562840215108823
444	0.009845882523747315
443	0.00957799114490585
452	0.004888086899155131
446	0.0013845357273112866
441	0.0005966587112171837
447	0.008819736823815311
422	0.0010615019057694409
392	0.0008972082256500681
421	0.0007228780015643415
456	0.002998868010353554
457	0.006739423000121513
458	0.004622892128177682
459	0.005281061921244778
410	0.0018158212324585522
460	0.0005966587112171837
464	0.001486385067150006
