Node	Average_Approximated_BC
2027	2.225785698566096
2464	1.72547659694789
2026	2.0426210659412558e-07
2364	1.1619949858419558
2444	0.0008126911056790701
2443	8.032572463707868e-08
1664	0.0012047840953761488
333	1.5777172809883275
348	3.3775059665871296
376	0.0006362934154211308
294	0.984221172526936
325	3.45110817203428
292	1.016011089953566
327	0.0002914657666597016
2023	1.0469039437159541e-07
648	1.750596730070973
291	0.0010333155588630508
328	2.3463605576991444
2393	2.086694595387235
2386	0.0005175278040347367
2362	8.254261179150339e-08
293	3.3522269205360806
805	0.0003679662684347461
2577	0.911419114774005
817	1.078818894998814
3160	0.0008404267991247976
782	0.9509735989598574
2395	0.0002754290161717328
375	2.214537088348173
335	3.246360381861583
