Node	Average_Approximated_BC	Total/Numssp
232	3.783298258184849e-24	0.0013214
1357	6.3720374627878e-40	0.0016098000000000002
1122	2.1035694007135623e-16	0.0015136
3815	1.3435857309928936e-55	0.0024268000000000002
3672	4.8594713984667623e-20	0.0016098000000000002
239	2.6661815240622288e-20	0.002523
129	5.127994243416846e-32	0.0032194
121	2.5631138260646374e-63	0.0043488
652	7.052156477675024e-91	0.0043728
1362	4.404931195741833e-32	0.0024986
865	1.4280653965443445e-145	0.007616599999999999
24	2.442187741782618e-67	0.002715
266	1.3667042647203103e-200	0.009202199999999999
171	1.2176928204465365e-149	0.0071358
557	9.520107732729157e-287	0.013022799999999998
933	1.1233020033119172e-51	0.0054542
1938	5.714422289629243e-134	0.009586800000000001
614	2.494270785653977e-165	0.0066794
7033	0.0	0.020447
49	1.7569361583239993e-55	0.0078088
7058	2.959781268350768e-63	0.0105238
1983	4.0401527998849355e-216	0.0104518
689	0.0	0.0130466
325	1.6523258063831333e-204	0.015473399999999998
230	2.878669570695797e-161	0.0146566
80	3.27316847240895e-310	0.018116600000000004
27	6.847905043003599e-87	0.0102836
613	1.0675184747343835e-235	0.0194136
2413	1.3160327850736272e-282	0.011845399999999999
916	3.3770209832821224e-216	0.0130468
