Node	Average_Approximated_BC	Total/Numssp
2238	1.2230355738797408e-08	0.0004451999999999999
7261	0.0004340442725157967	0.0003816
6517	2.4734687816337668e-60	0.002438
5707	3.256271091839126e-56	0.0025864
9220	1.010218371049764	0.0012720000000000001
9469	1.719908262530387e-20	0.0015264
7511	0.0002478095462366375	0.0011448
2266	1.5752296852743365e-16	0.0010176
2264	2.4665587871443892e-24	0.0020564
8529	0.00012311592861154245	0.0023317999999999998
2583	1.2075833279151071e-08	0.002353
8058	1.6468868419272983e-12	0.003307
5213	4.2779128678765634e-96	0.0058081999999999995
7490	2.8299076500763785e-68	0.002438
7324	1.952444934847511e-44	0.0017596
7497	1.4184818622295303e-155	0.0419714
6618	1.7342315178067953e-159	0.0849816
8055	2.49235257941204e-60	0.0035614
9468	1.3916891949945187	0.0052994
4	1.2727713397447584e-16	0.0010812
8836	1.4652275414932994e-24	0.0023956
5180	2.4495172208620654e-56	0.0031164
8837	0.0	0.26236360000000003
6841	1.5649353580349898	0.0027768
249	3.3973920950464233e-68	0.0027348
6842	3.950213640893811e-52	0.009454399999999998
4822	8.801605730649245e-132	0.008733399999999999
40	2.6874342849612278e-48	0.0040066
4638	4.5044298662177114e-100	0.0080128
2267	0.0	0.1967356
