Node	Average_Approximated_BC	Total/Numssp
2027	0.0012655360954483006	0.0004768
2464	0.0011293782570514696	0.0013716
2026	0.0005116887061818187	0.0014315999999999999
2364	0.0006684067283492952	0.0010138
2444	0.0007786261157155856	0.0015508000000000002
2443	0.0003858492412647336	0.0014912
1664	0.0008497641497675686	0.0014908
333	0.0010329544244009985	0.0008347999999999999
348	0.001137266046041897	0.0007752
376	0.0006468892079615271	0.0010736
294	0.0007545079693376892	0.0007754
325	0.0016184894284635108	0.0007153999999999999
292	0.0006052231051322976	0.0010138
327	0.0005728573524520519	0.0010736
2023	0.00043773371061773555	0.0016101999999999998
648	0.0008875528315678693	0.0011928000000000002
291	0.0009892305268948084	0.0010138
328	0.0010063691076910514	0.0007754000000000001
2393	0.0009063082268138429	0.0013122
2386	0.0005610562348906405	0.0011332
2362	0.0002834941002028944	0.0020278
293	0.0016093148411298376	0.0016104000000000001
805	0.00043065280267565203	0.0017892000000000001
2577	0.0006038584489590104	0.0011928
817	0.0007107091761318156	0.0013122
3160	0.0008163481756713286	0.0009542
782	0.000719328964602167	0.0009542
2395	0.0004716120314125113	0.0015505999999999999
375	0.0014200017354322806	0.0012524
335	0.001095859407352646	0.001491
