Node	Average_Approximated_BC	Total/Numssp
2238	76411140.15	0.0005512
7261	134401208.0833333	0.0006571999999999999
6517	44433141.20833333	0.0013143999999999999
5707	52374618.96969697	0.0009752000000000002
9220	107006423.5	0.0012084
9469	21466541.224874742	0.0038792
7511	96263644.51488094	0.001166
2266	51162479.95714285	0.0011236000000000002
2264	25760923.727272727	0.0022472
8529	135315039.1875	0.0022046
2583	50820537.800979264	0.0021198
8058	31027745.749887217	0.0024804
5213	9940182.140063426	0.004409
7490	14839221.258391986	0.0030315999999999997
7324	25618655.6922675	0.001908
7497	386482.7079011438	0.19417060000000003
6618	1779196.0014085497	0.11682020000000001
8055	20471992.244505495	0.0052784
9468	75343405.52339901	0.0018656000000000002
4	52162565.64285714	0.0009327999999999999
8836	40809360.65333333	0.0020775999999999998
5180	28175423.359602094	0.0017807999999999997
8837	465818.32397374406	0.24262840000000002
6841	82823828.1839095	0.0065926
249	32712947.111416887	0.0018444
6842	33806211.991340205	0.0052994
4822	22485385.00622579	0.0038155999999999997
40	13560046.571705053	0.0035825999999999996
4638	7264394.401244601	0.0061898000000000005
2267	588060.8121461362	0.12182300000000001
