Node	Average_Approximated_BC	Total/Numssp
0	2652006.6666666665	0.002
7	727082.178304787	0.008199999999999999
8	1759346.4242424243	0.0058000000000000005
5	712997.9853479853	0.008799999999999999
6	854666.6666666667	0.008
10	483187.0420168067	0.0103
18	416253.96134407335	0.018000000000000002
16	430516.3285024155	0.0123
12	451527.41133706656	0.015
21	1031160.6474313863	0.0173
3	561241.0989010988	0.011099999999999999
1	348989.7092381303	0.0147
37	239030.4168700693	0.0273
17	507186.1690621595	0.0173
23	261484.3888888889	0.0243
20	249555.51547574502	0.027200000000000002
13	348496.69018964795	0.021500000000000002
14	223395.54786339766	0.0247
68	361250.81760344916	0.0189
25	182203.20198275748	0.0358
19	166031.1790791037	0.0389
34	360239.5313458472	0.035699999999999996
11	242493.90198640496	0.0523
9	224255.0706827846	0.0257
24	1834886.9226830516	0.0206
41	140015.56379346113	0.0543
74	71991.62882050006	0.07110000000000001
30	225899.31372549018	0.0397
15	120780.43018611777	0.0474
32	229169.1821422767	0.035
