Node	Average_Approximated_BC	Total/Numssp
111	0.0	0.1092
781	0.0	0.2062
1414	0.0	0.1606
1426	0.0	0.20800000000000002
1709	0.0	0.1623
190	0.0	0.1446
281	0.0	0.14210000000000003
820	0.0	0.2145
1308	0.0	0.21199999999999997
1280	0.0	0.1887
1489	0.0	0.1342
1133	0.0	0.1669
1857	0.0	0.1837
1620	0.0	0.21600000000000003
315	0.0	0.17539999999999997
1762	0.0	0.2133
93	0.0	0.15809999999999996
305	0.0	0.16949999999999998
1216	0.0	0.2672
1577	0.0	0.2184
184	5.752849155907083e-228	0.11209999999999998
1375	0.0	0.1638
19	0.0	0.1348
1325	0.0	0.2556
974	0.0	0.1776
913	0.0	0.23569999999999997
931	5.878771034301511e-297	0.19549999999999998
678	0.0	0.19669999999999999
1736	0.0	0.2386
233	0.0	0.1599
