Node	Average_Approximated_BC	Total/Numssp
2238	107450497.5	0.0002544
7261	238262306.6	0.00031800000000000003
6517	46377577.3875	0.0007844
5707	132842452.65494506	0.0005724
9220	118263825.2	0.0005724
9469	138425744.889011	0.0016536000000000003
7511	114661982.5	0.0009116
2266	61292150.2	0.0007632
2264	160389287.15934065	0.0017808000000000001
8529	45736930.83717392	0.0017596
2583	34425557.45187245	0.0018868
8058	53904036.7257764	0.0020988
5213	11495505.72531156	0.0025226
7490	21557994.5	0.0011871999999999998
7324	16011598.13181818	0.0014839999999999999
7497	884810.5066405337	0.08322199999999999
6618	2812786.8078917866	0.053503
8055	11449534.001797277	0.0026074
9468	38598317.56714303	0.0039854
4	49884893.74285714	0.0005512000000000001
8836	14699330.826923078	0.0013143999999999999
5180	25432342.296103895	0.0011024
8837	634844.042063268	0.21674600000000002
6841	180880854.13604397	0.002247
249	23541923.6507326	0.0011024000000000001
6842	42150085.01253905	0.0033704
4822	20954861.669365726	0.0037733999999999997
40	35755946.95526316	0.00106
4638	9908433.814586129	0.0030949999999999997
2267	595504.8325950761	0.07160559999999999
