Node	Average_Approximated_BC	Total/Numssp
0	2639349.090909091	0.003999999999999999
7	1552164.6376811594	0.0099
8	825535.1088127559	0.0119
5	909860.8385479829	0.0108
6	659010.0993778191	0.014100000000000001
10	313904.6805046805	0.028499999999999998
18	350476.4824958323	0.03
16	379673.8821864736	0.0317
12	459894.29811061564	0.03710000000000001
21	387409.73275862064	0.0249
3	427445.60131485865	0.022699999999999998
1	366015.10309796705	0.0284
37	229662.19561035745	0.0436
17	245139.66796290287	0.041
23	212077.10414268036	0.0462
20	407455.7387426663	0.0301
13	174911.3555127418	0.0548
14	169488.60693189074	0.056600000000000004
68	164577.44930256167	0.06799999999999999
25	277984.5196398388	0.04279999999999999
19	223731.51249875122	0.046
34	194895.3407261016	0.0703
11	317297.76149738417	0.0411
9	242090.91664187415	0.041100000000000005
24	123144.71680599409	0.08549999999999999
41	205434.43862644077	0.05349999999999999
74	119567.56885056446	0.0926
30	117600.0988302646	0.0777
15	317089.40587431286	0.039299999999999995
32	86290.41854882936	0.1196
