Node	Average_Approximated_BC	Total/Numssp
2027	44629994.733333334	0.0007155999999999999
2464	30747632.7	0.0010735999999999999
2026	28878789.524242423	0.0014315999999999999
2364	20907035.411111113	0.0013717999999999998
2444	16091562.723333335	0.0016701999999999997
2443	22795370.500000004	0.0009544
1664	44610263.126666665	0.0011332
333	45274642.513333336	0.0008946000000000001
348	24817564.8	0.000895
376	24900064.56666667	0.001372
294	32203553.2	0.0008944000000000001
325	36251167.06666666	0.0009543999999999999
292	28077183.75	0.0008946
327	38734930.556666665	0.001193
2023	41598910.675	0.0010734
648	23112332.638181817	0.00167
291	20211090.456666667	0.0022068
328	19336035.693333335	0.0013717999999999998
2393	20510196.684444442	0.001491
2386	41979727.65	0.000835
2362	12329045.665000001	0.0019684
293	18557925.304545455	0.0019684
805	16530867.46111111	0.0017894
2577	17010583.3	0.0015508000000000002
817	20774613.2	0.0017894
3160	6579794.738076923	0.002863
782	21972946.66	0.0012526
2395	16579754.733333334	0.0017298
375	23637674.581818182	0.0017298
335	75680730.65	0.0019085999999999999
