Node	Average_Approximated_BC	Total/Numssp
2027	71072199.8	0.00041720000000000006
2464	51350323.22	0.0007156
2026	31399727.333333332	0.0005962000000000001
2364	51823968.0	0.0005366
2444	31885152.32	0.000656
2443	26026991.9	0.0005962000000000001
1664	27797599.43333333	0.0005962000000000001
333	15507577.1	0.001193
348	29752510.2	0.0005365999999999999
376	12920059.016666666	0.000835
294	22759381.633333333	0.0005962000000000001
325	27687062.2	0.0004768
292	32824528.800000004	0.000656
327	32716785.733333338	0.0005368
2023	67264197.7	0.0005964
648	19579083.48666667	0.000835
291	31499982.03333333	0.000835
328	42684025.3	0.0005962
2393	16052263.966666665	0.0008946000000000001
2386	24823901.97	0.0008347999999999999
2362	8255536.260000001	0.0016104000000000001
293	38543070.3	0.0008348000000000001
805	27632073.0	0.0004768
2577	25072560.45	0.0008347999999999999
817	20060395.46	0.0011332
3160	21469929.6	0.0004768
782	56936790.05	0.0005366000000000001
2395	27056564.080000002	0.0007153999999999999
375	62979577.82666667	0.0007752
335	55088113.5	0.0008948000000000001
