Node	Average_Approximated_BC	Total/Numssp
232	56056514.9939394	0.0009128000000000001
1357	65778939.42666666	0.0005288
1122	22546897.26509804	0.0015136
3815	10504020.84043956	0.001634
3672	80122876.4060606	0.0015378
239	31900600.854958795	0.0015616
129	12330055.572549019	0.0018499999999999999
121	22174003.83690476	0.0020180000000000003
652	54387153.51770451	0.0016818
1362	8595751.43968634	0.0029311999999999997
865	4888093.751128633	0.0049256
24	12930329.834920634	0.00173
266	53575006.091145925	0.001754
171	8294467.176944686	0.002907
557	18552836.882431384	0.005694199999999999
933	8347715.049849722	0.0030996
1938	5960714.774103943	0.0056942
614	6837891.88832244	0.0027630000000000003
7033	3711607.698436624	0.007208000000000001
49	19343434.07198767	0.002643
7058	19409881.287048083	0.0028352
1983	8239724.206602407	0.0033876
689	4099323.196030649	0.0061988
325	10168703.964312512	0.004901399999999999
230	3319636.9976371983	0.0093462
80	3998293.7759848223	0.011677000000000002
27	3820045.0283426107	0.00543
613	2051447.9010872152	0.009923000000000001
2413	3948804.27363444	0.0096828
916	7665179.182857143	0.0049016
