Node	Average_Approximated_BC	Total/Numssp
2238	0.00023329345936349785	0.0002544
7261	1.8349236093991699	0.00031800000000000003
6517	4.52900133752399e-05	0.0007844
5707	1.1664829340682639	0.0005724
9220	0.00010977074847006087	0.0005724
9469	1.201547593809625	0.0016536000000000003
7511	1.131757472970108	0.0009116
2266	1.032974590663218e-08	0.0007632
2264	1.6887004451982193	0.0017808000000000001
8529	1.4269532699007716e-12	0.0017596
2583	1.8271961412615533e-32	0.0018868
8058	1.6468868419272983e-12	0.0020988
5213	6.114718865442908e-29	0.0025226
7490	6.63827811486965e-21	0.0011871999999999998
7324	6.217664709179075e-29	0.0014839999999999999
7497	0.0	0.08322199999999999
6618	1.5520551291458933e-294	0.053503
8055	8.77155660344769e-45	0.0026074
9468	1.896094770681538e-20	0.0039854
4	6.0819978022118235e-09	0.0005512000000000001
8836	2.345691047974473e-44	0.0013143999999999999
5180	6.301832362832005e-17	0.0011024
8837	0.0	0.21674600000000002
6841	1.564935340258639	0.002247
249	5.964422043409694e-25	0.0011024000000000001
6842	3.281392166839435e-40	0.0033704
4822	1.5604266359120434e-28	0.0037733999999999997
40	4.3402179831399143e-05	0.00106
4638	1.810614710930926e-72	0.0030949999999999997
2267	0.0	0.07160559999999999
