Node	Average_Approximated_BC	Total/Numssp
111	186098.29427224092	0.0945
781	53571.354681477285	0.22729999999999997
1414	48170.300323895644	0.22970000000000002
1426	61229.70353667268	0.2169
1709	72661.65553371375	0.16899999999999998
190	62242.96706489639	0.1913
281	73563.21764173284	0.14420000000000002
820	42401.54914337667	0.2501
1308	49609.93730679745	0.2792
1280	50217.73994314391	0.22810000000000002
1489	62722.44047924414	0.19229999999999997
1133	47643.64423809155	0.21990000000000004
1857	55055.850968140425	0.29450000000000004
1620	41057.365227500195	0.2566
315	36967.97133378852	0.2835
1762	39980.74880340012	0.3278
93	75387.34630205715	0.16660000000000003
305	61710.90035105038	0.1845
1216	40710.15834860839	0.2748
1577	47323.91986854949	0.2499
184	36428.093194845365	0.2788
1375	41677.84914431902	0.2488
19	59891.76268760598	0.2
1325	45707.34058950016	0.2669
974	44699.35083310561	0.24910000000000002
913	58667.72843117545	0.21529999999999996
931	36835.39858828718	0.2839
678	29501.763845189056	0.3506
1736	47634.876017437055	0.22949999999999998
233	65284.199604325	0.19010000000000002
