Node	Average_Approximated_BC	Total/Numssp
232	8.22009696115606e-05	0.0012254000000000002
1357	4.2575640137525315e-05	0.0011769999999999999
1122	0.00011981063606665508	0.0013454
3815	4.718892452662254e-05	0.0015378000000000002
3672	8.244415577118078e-05	0.0015856000000000002
239	3.9938948551886705e-05	0.0018019999999999998
129	2.495756387497442e-05	0.0025466
121	2.0206890689000774e-05	0.0034358
652	2.2577890786091965e-05	0.0029314
1362	2.142942787902474e-05	0.0029074
865	2.3172350507150906e-05	0.003628
24	2.8021122969987263e-05	0.0020662
266	1.6026317003365678e-05	0.0040124
171	1.4873603442725711e-05	0.0032196000000000004
557	1.172094615801462e-05	0.006895799999999999
933	1.4332085586895926e-05	0.0049014
1938	2.1314718886347558e-05	0.0065352
614	3.881723845950287e-05	0.0029312
7033	3.2893485476404188e-06	0.0189332
49	1.1704557575181865e-05	0.0050218
7058	1.7387562914590905e-05	0.0036522
1983	8.174989070099119e-06	0.008121199999999999
689	7.000605757960336e-06	0.0071362000000000005
325	8.753654795656402e-06	0.008721799999999998
230	7.576759046812995e-06	0.0098028
80	7.974857448097359e-06	0.010692000000000002
27	8.101511145330549e-06	0.0066556
613	4.293286013165444e-06	0.014920600000000001
2413	8.336060602730286e-05	0.0105716
916	7.152728660038342e-06	0.0121818
