Node	Average_Approximated_BC	Total/Numssp
232	47393263.79761905	0.0012254000000000002
1357	24547137.995151512	0.0011769999999999999
1122	69077251.85846153	0.0013454
3815	27206943.652664997	0.0015378000000000002
3672	47533473.65	0.0015856000000000002
239	23026944.006423205	0.0018019999999999998
129	14389372.948542932	0.0025466
121	11650355.287521819	0.0034358
652	13017363.895773321	0.0029314
1362	12355213.488380041	0.0029074
865	13360101.779649122	0.003628
24	16155678.930523941	0.0020662
266	9240030.537765782	0.0040124
171	8575429.400812533	0.0032196000000000004
557	6757753.53805988	0.006895799999999999
933	8263215.339181165	0.0049014
1938	12289077.607311986	0.0065352
614	22380218.03026973	0.0029312
7033	1896485.7005617716	0.0189332
49	6748304.641859114	0.0050218
7058	10024861.749234295	0.0036522
1983	4713319.263418654	0.008121199999999999
689	4036224.353532246	0.0071362000000000005
325	5046951.0625515925	0.008721799999999998
230	4368407.598273677	0.0098028
80	4597932.65909275	0.010692000000000002
27	4670955.302405611	0.0066556
613	2475309.446373756	0.014920600000000001
2413	48061856.33150648	0.0105716
916	4123931.3582295277	0.0121818
