Node	Average_Approximated_BC	Total/Numssp
2238	0.00015801948877437185	0.0004451999999999999
7261	0.00022802910166499907	0.0003816
6517	2.7846328008186094e-05	0.002438
5707	3.080312113749586e-05	0.0025864
9220	0.0001866473676195122	0.0012720000000000001
9469	6.650768772488665e-05	0.0015264
7511	0.0001569844819584383	0.0011448
2266	8.117858959831887e-05	0.0010176
2264	5.0695257593642124e-05	0.0020564
8529	0.00012032566571024157	0.0023317999999999998
2583	7.703790752748896e-05	0.002353
8058	6.712547743504971e-05	0.003307
5213	1.2465565557455058e-05	0.0058081999999999995
7490	2.515835418650761e-05	0.002438
7324	3.5746695792229774e-05	0.0017596
7497	5.147271010344873e-06	0.0419714
6618	4.955526539124483e-06	0.0849816
8055	2.370572941926986e-05	0.0035614
9468	0.00023015397974693558	0.0052994
4	7.129427041044543e-05	0.0010812
8836	3.833321521380606e-05	0.0023956
5180	2.1838407319119612e-05	0.0031164
8837	3.4585304257397855e-07	0.26236360000000003
6841	0.00024538206846706805	0.0027768
249	2.65155849727049e-05	0.0027348
6842	2.6109166688165665e-05	0.009454399999999998
4822	1.210230761718686e-05	0.008733399999999999
40	2.1499093146172462e-05	0.0040066
4638	1.0517881087275432e-05	0.0080128
2267	4.3523616320692684e-07	0.1967356
