Node	Average_Approximated_BC	Total/Numssp
2238	132677800.5	0.0004451999999999999
7261	191459926.2	0.0003816
6517	23380594.259503	0.002438
5707	25863204.55	0.0025864
9220	156714607.78	0.0012720000000000001
9469	55841806.5525974	0.0015264
7511	131808778.40085468	0.0011448
2266	68159926.34285715	0.0010176
2264	42565226.13428571	0.0020564
8529	101028960.37670454	0.0023317999999999998
2583	64683288.15102041	0.002353
8058	56360520.92480377	0.003307
5213	10466454.694795402	0.0058081999999999995
7490	21123692.54928989	0.002438
7324	30013974.9194332	0.0017596
7497	4321799.807902748	0.0419714
6618	4160805.5223442004	0.0849816
8055	19904026.1615311	0.0035614
9468	193244036.20078948	0.0052994
4	59860761.85714285	0.0010812
8836	32185692.5377282	0.0023956
5180	18336167.722077925	0.0031164
8837	290388.36501026864	0.26236360000000003
6841	206029986.42045456	0.0027768
249	22263263.35084249	0.0027348
6842	21922022.631144665	0.009454399999999998
4822	10161452.666863507	0.008733399999999999
40	18051269.583916087	0.0040066
4638	8831121.650904734	0.0080128
2267	365437.0564051563	0.1967356
