Node	Average_Approximated_BC	Total/Numssp
111	4.5524184518582686e-24	0.07289999999999999
781	0.0	0.11439999999999999
1414	0.0	0.12149999999999998
1426	2.4436087251010834e-251	0.091
1709	0.0	0.10670000000000002
190	2.5358454715652286e-172	0.06050000000000001
281	2.118662349501103e-195	0.0701
820	3.775158522794443e-70	0.0739
1308	1.9462168995422726e-50	0.10290000000000002
1280	0.0	0.1096
1489	6.208155381522707e-202	0.10610000000000001
1133	0.0	0.0772
1857	0.0	0.16160000000000002
1620	6.5707775667782525e-258	0.09519999999999999
315	8.818761806828619e-304	0.08909999999999998
1762	0.0	0.1341
93	1.7868289357018178e-195	0.086
305	5.7050254e-317	0.0723
1216	0.0	0.1387
1577	3.920275538146787e-307	0.11410000000000002
184	2.75258679064279e-297	0.06520000000000001
1375	0.0	0.132
19	0.0	0.1058
1325	0.0	0.1276
974	0.0	0.1137
913	0.0	0.11979999999999999
931	1.3552073172249878e-162	0.1157
678	2.4274828069749e-60	0.12760000000000002
1736	0.0	0.11240000000000001
233	0.0	0.10299999999999998
