Node	Average_Approximated_BC
2027	0.7302553665055297
2464	1.7983401990927796
2026	1.061608958039327
2364	0.9718106980727297
2444	0.00025582042040188895
2443	0.6983650732442285
1664	6.409080025520922e-11
333	1.3634576185358414
348	1.6677863938268203
376	0.0007983455689945206
294	0.6897149855408343
325	0.7834725537531246
292	1.3447260604885327
327	0.0005522589917023821
2023	0.0011967182939466164
648	0.000449123226871374
291	0.8240861929033713
328	1.2603669406960758
2393	3.0616674465428693
2386	1.1455250597910012
2362	0.0002585343378197005
293	1.1375298329753103
805	5.782301431569968e-08
2577	0.00037501718221740886
817	0.7968266160708627
3160	0.0002049856705390218
782	0.0002497613319827641
2395	0.6712413344697821
375	2.4050715990453755
335	1.1085351931019465
