Node	Average_Approximated_BC
2238	1.993402807402746e-12
7261	0.9080771676927822
6517	1.0032558542907936e-12
5707	1.1353438933214844e-20
9220	0.00010974895420692092
9469	2.798960893813307e-48
7511	0.00012388005149558963
2266	1.5662817001807638e-16
2264	1.7106344031595832e-40
8529	1.1432266270934917
2583	1.4958050453801242e-20
8058	4.44722429654789e-72
5213	8.231575941818397e-132
7490	2.2088342037934145e-68
7324	1.3069801767389465e-32
7497	0.0
6618	0.0
8055	1.3452148693231021e-24
9468	1.5744093818203018e-08
4	1.0926216605201496e-20
8836	9.656854094046642e-09
5180	1.1460878665535154e-24
8837	0.0
6841	0.00016678330403184272
249	2.2760733829899147e-32
6842	2.721954666343949e-28
4822	1.5626326152162135e-28
40	1.821047347101674e-52
4638	7.039786883245686e-144
2267	0.0
