Node	Average_Approximated_BC	Total/Numssp
232	38231789.892747246	0.0013456
1357	25267147.474658675	0.0014656
1122	33205033.81454546	0.0014654
3815	39854525.13299145	0.0011293999999999998
3672	98304185.58333333	0.0014654000000000002
239	19799209.322929293	0.0022344
129	14158494.495328862	0.0031476000000000004
121	27808856.27044534	0.0031236
652	36717281.87724252	0.0027152
1362	11551999.402563665	0.0047812
865	7789378.891983846	0.005598400000000001
24	13295027.530854573	0.0027392
266	9960142.915459653	0.0049014
171	6580207.53973144	0.005549999999999999
557	2961253.267773999	0.011845199999999998
933	8969253.692456575	0.007112
1938	10226803.076199813	0.0058382
614	8010134.402919255	0.0044930000000000005
7033	2788349.677760214	0.0165786
49	8687476.217927527	0.007424200000000001
7058	5088689.953372937	0.0089618
1983	8398994.890907586	0.0065834000000000005
689	9696393.88155638	0.006127
325	6128546.305432024	0.008601600000000001
230	5493660.143051659	0.0104036
80	4073819.6368688745	0.0160498
27	3436239.017307391	0.014344199999999998
613	2243957.3019397026	0.0195098
2413	5454242.734509915	0.013623200000000002
916	6835243.696192885	0.008049200000000001
