Node	Average_Approximated_BC
0	0.00022705754860297258
7	1.7587225504135782e-27
8	0.00022013008508805454
5	4.747894540650298e-37
6	4.905603753299189e-24
10	8.066850808824807e-31
18	2.6194400132767934e-37
16	3.036142795969903e-47
12	1.6053033109562557e-27
21	0.0002076613882516834
3	4.49753170134661e-24
1	3.6060091349004387e-57
37	1.8513490310066133e-60
17	8.857876001210741e-31
23	3.325043001291116e-57
20	9.570526933795396e-110
13	1.1164187122624472e-40
14	1.3480668953501963e-106
68	1.1003202047237918e-40
25	4.814734843508632e-100
19	2.465942824013559e-103
34	3.6734349835193926e-24
11	1.1677806167180046e-40
9	4.3113728789418994e-67
24	0.4065032516258129
41	5.419414871012591e-100
74	4.598704288375342e-238
30	1.3097840440263505e-50
15	2.6354068996147856e-159
32	1.82743087716088e-60
