Node	Average_Approximated_BC	Total/Numssp
0	8.022544887487749e-11	0.0036
7	1.8639813879639813e-30	0.008499999999999999
8	1.0750321216586856e-53	0.013800000000000002
5	1.5962844648093632e-07	0.0078
6	1.2608218785322198e-30	0.010100000000000001
10	2.5794514577226494e-60	0.013799999999999998
18	6.577659999723226e-24	0.0193
16	5.166285563256072e-57	0.020200000000000003
12	3.62223104145637e-37	0.015600000000000003
21	8.41865332344463e-123	0.029500000000000005
3	1.5796979808644869e-40	0.0137
1	1.553633730974062e-40	0.0088
37	8.693248755898891e-133	0.0385
17	2.0096961885872976e-119	0.029700000000000004
23	3.6998250742956447e-103	0.0263
20	5.4909583043194925e-90	0.0273
13	9.217409153041297e-77	0.025899999999999996
14	2.3036895590748108e-175	0.0499
68	6.5506143545435676e-24	0.048
25	5.0287184037222027e-113	0.0558
19	8.784446491394925e-133	0.0456
34	1.71364692536419e-63	0.0655
11	1.6521543233528617e-119	0.0377
9	1.9189121124290592e-119	0.0349
24	2.840872001266766e-287	0.0757
41	1.8842380136460105e-231	0.06760000000000001
74	4.467622335080731e-297	0.0812
30	1.9239484514580816e-254	0.0713
15	4.5953743785285004e-70	0.034999999999999996
32	6.051609501137436e-103	0.046200000000000005
