Node	Average_Approximated_BC	Total/Numssp
111	0.0	0.09990000000000002
781	0.0	0.135
1414	1.2431737023482395e-142	0.1062
1426	4.304815482621355e-205	0.0984
1709	0.0	0.11259999999999999
190	2.3067590758448827e-277	0.0865
281	0.0	0.10069999999999998
820	0.0	0.1129
1308	0.0	0.1372
1280	0.0	0.1551
1489	0.0	0.1312
1133	0.0	0.1291
1857	0.0	0.1791
1620	0.0	0.15499999999999997
315	0.0	0.1001
1762	0.0	0.2574
93	1.4784468409560874e-198	0.082
305	3.206785203863343e-218	0.0887
1216	1.9179934314040787e-106	0.09409999999999999
1577	0.0	0.1765
184	1.79464548544e-313	0.0954
1375	0.0	0.1903
19	3.08503810128737e-310	0.09319999999999999
1325	0.0	0.1248
974	0.0	0.1545
913	3.490275216855176e-241	0.1636
931	0.0	0.1668
678	0.0	0.1955
1736	0.0	0.19380000000000003
233	0.0	0.1509
