Node	Average_Approximated_BC
2238	0.0001371770200424911
7261	1.878418486326055
6517	6.585840295035936e-05
5707	7.43045715695519e-13
9220	1.9394074455244443e-32
9469	0.00012910530357242508
7511	1.790615657443423e-20
2266	1.3425142598294688e-28
2264	8.171395280071376e-05
8529	2.385349211501616e-40
2583	2.2923163355538093e-44
8058	2.2447335354994589e-32
5213	1.3733724648873888e-40
7490	9.668546457200142e-33
7324	1.7551282875420475e-28
7497	0.0
6618	0.0
8055	1.1324063725730082e-32
9468	1.3910960356158575
4	8.248582802690966e-13
8836	1.1068431771292497e-12
5180	9.167922105272447e-29
8837	0.0
6841	1.7682708230687312e-08
249	1.0080169340156089e-20
6842	7.362756408893451e-92
4822	0.9784806050217121
40	1.1305454093700867e-40
4638	1.3848384525525833e-56
2267	0.0
