Node	Average_Approximated_BC	Total/Numssp
111	87293.33338647423	0.1092
781	44671.50578800637	0.2062
1414	66128.21782432894	0.1606
1426	42153.34637788888	0.20800000000000002
1709	65612.26770499916	0.1623
190	66472.39407027504	0.1446
281	65650.42271711785	0.14210000000000003
820	40881.765446568155	0.2145
1308	48631.48151076196	0.21199999999999997
1280	54281.77410575674	0.1887
1489	64240.86035280626	0.1342
1133	74299.37432729005	0.1669
1857	47028.573293293666	0.1837
1620	44988.684679740356	0.21600000000000003
315	55683.932816719855	0.17539999999999997
1762	63358.28236973113	0.2133
93	63864.365413995736	0.15809999999999996
305	62328.437167118966	0.16949999999999998
1216	32570.146830824506	0.2672
1577	49631.16965978948	0.2184
184	118357.44708677576	0.11209999999999998
1375	60873.68082690142	0.1638
19	74861.26504086377	0.1348
1325	32388.454457039632	0.2556
974	65506.3095301465	0.1776
913	45297.1318289476	0.23569999999999997
931	72027.86636656517	0.19549999999999998
678	52599.85991043793	0.19669999999999999
1736	42486.490543035165	0.2386
233	59468.63428131859	0.1599
