Node	Average_Approximated_BC	Total/Numssp
2027	0.0011849904337559857	0.0007155999999999999
2464	0.000816393791391815	0.0010735999999999999
2026	0.0007667733220483834	0.0014315999999999999
2364	0.0005551118056005636	0.0013717999999999998
2444	0.000427254092349077	0.0016701999999999997
2443	0.0006052498132214301	0.0009544
1664	0.0011844665312710687	0.0011332
333	0.0012021067578112852	0.0008946000000000001
348	0.0006589419750738744	0.000895
376	0.0006611324623206519	0.001372
294	0.0008550505708765024	0.0008944000000000001
325	0.0009625205300417842	0.0009543999999999999
292	0.000745489537907325	0.0008946
327	0.0010284680165460597	0.001193
2023	0.0011045108003951373	0.0010734
648	0.0006136656130406439	0.00167
291	0.0005366334679183622	0.0022068
328	0.0005133995076690201	0.0013717999999999998
2393	0.0005445751676812971	0.001491
2386	0.0011146220378058344	0.000835
2362	0.00032735386274768954	0.0019684
293	0.0004927395597432113	0.0019684
805	0.00043891826383018047	0.0017894
2577	0.00045165540806246503	0.0015508000000000002
817	0.0005515958057820317	0.0017894
3160	0.00017470299665699253	0.002863
782	0.000583413279546803	0.0012526
2395	0.000440216291093278	0.0017298
375	0.0006276141958576369	0.0017298
335	0.002009432050704061	0.0019085999999999999
