Node	Average_Approximated_BC	Total/Numssp
232	6.605100206010324e-05	0.0013214
1357	4.914002334480728e-05	0.0016098000000000002
1122	6.859849640615165e-05	0.0015136
3815	3.898633873414714e-05	0.0024268000000000002
3672	8.87113358150228e-05	0.0016098000000000002
239	4.407520007519353e-05	0.002523
129	3.374808050826946e-05	0.0032194
121	2.2798923115454723e-05	0.0043488
652	1.8008329683652243e-05	0.0043728
1362	4.0677323617913585e-05	0.0024986
865	1.3371327071033122e-05	0.007616599999999999
24	2.8758998425796163e-05	0.002715
266	8.715255351443687e-06	0.009202199999999999
171	1.0875070562398396e-05	0.0071358
557	6.500316713303146e-06	0.013022799999999998
933	2.0736006520432465e-05	0.0054542
1938	1.1472502312697957e-05	0.009586800000000001
614	1.1353966301374852e-05	0.0066794
7033	4.921079553142304e-06	0.020447
49	1.763904086137438e-05	0.0078088
7058	1.7398594109509942e-05	0.0105238
1983	8.906502406730982e-06	0.0104518
689	5.664675362636092e-06	0.0130466
325	6.550024587009154e-06	0.015473399999999998
230	8.11737116629729e-06	0.0146566
80	5.0204540144364954e-06	0.018116600000000004
27	1.1931647992358374e-05	0.0102836
613	6.343256242355112e-06	0.0194136
2413	8.170654516530194e-06	0.011845399999999999
916	8.549360779195607e-06	0.0130468
