Node	Average_Approximated_BC	Total/Numssp
0	1838295.9262959263	0.0060999999999999995
7	842343.1393701646	0.014799999999999999
8	730258.7014297729	0.0155
5	873476.0317460317	0.013000000000000001
6	821261.5038115038	0.0156
10	488983.63362443045	0.0274
18	399617.4464540379	0.0323
16	443641.6999914915	0.0318
12	445813.1365190816	0.027000000000000003
21	279495.4767677925	0.0437
3	392809.5433372298	0.027299999999999998
1	564055.9008650923	0.0222
37	189617.0864127016	0.06420000000000001
17	299649.58252564707	0.038099999999999995
23	204481.88301304248	0.058499999999999996
20	241851.77513095262	0.0492
13	248859.65023472434	0.058600000000000006
14	222738.47122467597	0.0787
68	105970.90704358416	0.10779999999999998
25	207828.62362755332	0.0754
19	172539.46960001177	0.07100000000000001
34	133906.53011839945	0.0903
11	197231.76240851413	0.0903
9	203162.5456838967	0.056100000000000004
24	189176.75243116007	0.07690000000000001
41	143969.80709612172	0.1263
74	124961.62560718614	0.1147
30	157252.29124588947	0.0881
15	203954.98870780342	0.08499999999999999
32	121274.29062231812	0.10389999999999999
