Node	Average_Approximated_BC	Total/Numssp
232	1.623435114581779e-08	0.0012254000000000002
1357	6.393496592862443e-32	0.0011769999999999999
1122	0.7225039048420041	0.0013454
3815	2.5862878164520148e-24	0.0015378000000000002
3672	1.344435941352451e-08	0.0015856000000000002
239	1.969770136238044e-20	0.0018019999999999998
129	5.573030570701529e-40	0.0025466
121	3.177866606108954e-36	0.0034358
652	2.3962803831525966e-28	0.0029314
1362	5.29363847322194e-44	0.0029074
865	3.189842381727993e-36	0.003628
24	4.232658482133069e-40	0.0020662
266	9.024708078739028e-56	0.0040124
171	9.637765966227308e-60	0.0032196000000000004
557	4.568444973564159e-44	0.006895799999999999
933	3.481703680206552e-75	0.0049014
1938	1.6576085837418132e-20	0.0065352
614	9.698691408716524e-09	0.0029312
7033	4.762724e-318	0.0189332
49	2.6378760623197904e-75	0.0050218
7058	7.769939445106055e-48	0.0036522
1983	1.0480288810000511e-145	0.008121199999999999
689	4.027158877965624e-138	0.0071362000000000005
325	8.921273796457877e-107	0.008721799999999998
230	1.441261528643942e-153	0.0098028
80	1.151256554465622e-106	0.010692000000000002
27	3.499809799607201e-130	0.0066556
613	6.017147796208991e-146	0.014920600000000001
2413	0.6603388201369699	0.0105716
916	2.332967625050462e-220	0.0121818
