Node	Average_Approximated_BC	Total/Numssp
0	2051883.3333333333	0.0036
7	1034679.595959596	0.008499999999999999
8	574156.2914411466	0.013800000000000002
5	1500881.26984127	0.0078
6	899732.0175438598	0.010100000000000001
10	544414.4767090139	0.013799999999999998
18	688785.596575709	0.0193
16	403103.42471563525	0.020200000000000003
12	693949.2655657283	0.015600000000000003
21	279479.3905269082	0.029500000000000005
3	549285.7800892284	0.0137
1	762514.8178137653	0.0088
37	196028.62380831066	0.0385
17	277127.27689657925	0.029700000000000004
23	281783.4911827303	0.0263
20	256752.81745038443	0.0273
13	353541.60997732426	0.025899999999999996
14	178472.02725641234	0.0499
68	531630.0024630541	0.048
25	179596.30107526883	0.0558
19	182726.64856351045	0.0456
34	250884.05284488722	0.0655
11	233867.50247535057	0.0377
9	271150.7541437119	0.0349
24	107095.19368328157	0.0757
41	125610.55200613635	0.06760000000000001
74	96654.31789369855	0.0812
30	107083.33944968002	0.0713
15	325426.93325736804	0.034999999999999996
32	230464.26333455314	0.046200000000000005
