Node	Average_Approximated_BC	Total/Numssp
2027	46461895.10666667	0.0007752000000000001
2464	42874475.7	0.0004768
2026	26570401.433333334	0.000835
2364	26317697.0	0.0006558000000000001
2444	19244040.55	0.001014
2443	18324089.116666667	0.0008944000000000001
1664	15528815.959999999	0.0013718
333	23496855.355555557	0.0008944000000000001
348	42412097.0	0.0007158
376	21690780.533333335	0.0007752
294	29074813.016666662	0.0007156
325	18041051.21	0.0011331999999999998
292	32816716.310000002	0.0007752
327	18538077.576666664	0.0009542
2023	29434075.79	0.0010138
648	15671385.52	0.0013716
291	32593216.506666668	0.0007752
328	32710862.1	0.0007752
2393	43507962.78	0.0012523999999999999
2386	27585566.889999997	0.0010735999999999999
2362	12616249.275	0.0015506
293	27073312.84722222	0.0017298
805	13370488.263333332	0.001372
2577	12286694.879999999	0.0012523999999999999
817	21793292.919999998	0.0010136
3160	21112332.15	0.0010736
782	13485587.173333332	0.0011928
2395	23535824.666666664	0.0008352
375	38117216.94666667	0.0016102000000000002
335	41611735.9	0.0006558
