Total Nodes: 2000
Calculation Time (seconds): 2.386371612548828

Node	Degree	True_BC	Approximated_BC	ErrorPercentage	NumSSP	NumSSP/TotalNodes
0	6	0.0006317709760146523	17512.408759124086	2771955153.404666	1370	0.685000
1	7	0.0008963997392934761	143195.65217391305	15974530669.807777	92	0.046000
2	7	0.0009356823368350402	7234.939759036145	773225969.812159	1660	0.830000
3	6	0.0007257808425323465	12179.48717948718	1678121788.281222	1092	0.546000
4	5	0.00048224332566286916	53747.98927613941	11145408538.317581	373	0.186500
5	7	0.00098176267725434	11432.700993676603	1164507500.314367	1107	0.553500
6	6	0.0006980325943580802	18099.024756189046	2592862311.078832	1333	0.666500
7	6	0.0007431831954104539	20230.95238095238	2722202515.167986	840	0.420000
8	8	0.0012834113451052382	27372.460496613996	2132789250.897431	443	0.221500
9	7	0.000968012550090975	54185.48387096774	5597601280.878307	248	0.124000
10	9	0.0021053549188082116	36360.215053763444	1727034839.759518	372	0.186000
11	6	0.0005811788631501166	45031.914893617024	7748374410.651366	376	0.188000
12	5	0.00041341672401286117	20423.11111111111	4940078499.838103	1125	0.562500
13	14	0.0034919921765610884	35310.34482758621	1011180425.105294	348	0.174000
14	8	0.0014353073876351907	15447.715736040609	1076265226.098003	985	0.492500
15	6	0.0007259065810685466	7117.40412979351	980484760.643717	1695	0.847500
16	11	0.0023985598800661924	142042.1052631579	5921974433.286948	95	0.047500
17	8	0.0012618758742834954	23396.153846153848	1854077176.771647	520	0.260000
18	7	0.0010347353044750358	13274.336283185841	1282872556.009400	904	0.452000
19	15	0.004564704798354931	64223.40425531915	1406956255.172509	188	0.094000
20	3	0.0001721133946051762	3884.1536614645856	2256740969.092697	3332	1.666000
21	9	0.0018260536820970165	20974.874371859296	1148644903.019408	597	0.298500
22	4	0.0002864638055193333	70433.07086614173	24587074954.195015	254	0.127000
23	8	0.0012598355807262457	26566.473988439306	2108725387.267535	519	0.259500
24	9	0.001293064090397896	59790.769230769234	4623960125.542315	325	0.162500
25	12	0.002933724639090939	20872.05387205387	711452283.565262	594	0.297000
26	7	0.0009544264587597231	12905.820105820107	1352206765.952901	945	0.472500
27	2	6.678394425686565e-05	15763.385146804836	23603555099.099068	1158	0.579000
28	10	0.0019439995693956314	19386.837881219904	997265444.006631	623	0.311500
29	4	0.00030738461941231783	5558.0110497237565	1808161629.220545	2172	1.086000
30	6	0.0007106239492624151	10754.491017964072	1513386977.529063	1169	0.584500
31	4	0.00026390378328985725	16349.386213408876	6195207111.353851	1059	0.529500
32	10	0.0020098409847828036	29897.727272727272	1487566702.502946	528	0.264000
33	8	0.0014094800961376708	21804.701627486436	1547003060.047225	553	0.276500
34	5	0.000539292543617971	7391.585760517799	1370607717.220985	2163	1.081500
35	4	0.0003883868662917521	34796.46017699115	8959226690.859716	565	0.282500
36	6	0.0006093330471055514	15229.394240317775	2499354614.578556	1007	0.503500
37	4	0.0002819758414819499	16695.340501792114	5920840640.840855	1116	0.558000
38	14	0.003768032008322227	187058.82352941178	4964363873.455271	85	0.042500
39	7	0.0009769413679629312	28017.743979721166	2867904249.074945	789	0.394500
40	9	0.0014449836728759131	18954.128440366974	1311719111.514900	654	0.327000
41	6	0.0007832135042508319	17467.248908296944	2230202624.224592	687	0.343500
42	6	0.0007586744447989855	6271.682340647858	826663086.514681	1914	0.957000
43	6	0.0007957675044336202	23709.030100334447	2979391489.658982	598	0.299000
44	9	0.0016576239000270212	20136.666666666668	1214790943.151490	600	0.300000
45	4	0.0002374356490719707	13908.183632734532	5857664360.705616	1503	0.751500
46	6	0.0006480547063851058	6507.592190889371	1004173178.393297	1844	0.922000
47	7	0.0010215707662387698	11756.09756097561	1150786311.425939	1025	0.512500
48	5	0.0004369903755241408	57253.886010362694	13101864201.173790	386	0.193000
49	5	0.0004719599847481307	6650.743099787685	1409175108.643370	1884	0.942000
50	7	0.0009185017712665518	22128.617363344052	2409207813.973882	622	0.311000
51	8	0.0012671925847629385	23077.777777777777	1821173575.988254	540	0.270000
52	6	0.0007035818312957296	14007.207207207208	1990842554.565322	1665	0.832500
53	10	0.002019012726739219	76666.66666666667	3797235333.502503	231	0.115500
54	9	0.0018096884821572862	36139.165009940356	1996982550.122176	503	0.251500
55	6	0.0005957993705294598	16534.943917169974	2775253573.476714	1159	0.579500
56	5	0.0004635367704390093	6814.520703346569	1470114276.663718	1763	0.881500
57	8	0.0012891805780809594	27668.20276497696	2146185099.761784	434	0.217000
58	6	0.0008220729480551829	51986.92810457516	6323882497.957166	306	0.153000
59	15	0.0042418305045089175	122000.0	2876116705.476274	117	0.058500
60	10	0.0020369519853258586	28884.49848024316	1418025395.363967	658	0.329000
61	4	0.0003006853942657778	5033.905399748849	1674143538.416752	2389	1.194500
62	3	0.00011007078984318728	4871.635610766046	4425911277.311309	4830	2.415000
63	11	0.0023332444723794914	217660.7142857143	9328671492.811676	112	0.056000
64	8	0.0012864786225794188	12202.839756592291	948545763.290392	986	0.493000
65	9	0.0015761663574089908	56538.04347826087	3587060568.596045	368	0.184000
66	11	0.0024924830862434865	65098.71244635193	2611801472.722590	233	0.116500
67	6	0.0007059215201266392	32901.574803149604	4660797717.475122	508	0.254000
68	8	0.0014157570370008927	23480.427046263347	1658506722.329045	562	0.281000
69	3	0.00016327854176593977	18172.08814270724	11129501637.440170	953	0.476500
70	5	0.00045982267210404796	9651.041666666666	2098861537.793024	2304	1.152000
71	6	0.0007427878911996725	14319.905213270142	1927859169.507227	844	0.422000
72	4	0.00036118858421749727	13261.146496815287	3671529698.081827	1884	0.942000
73	8	0.0014974762148835044	20184.25460636516	1347884721.525221	597	0.298500
74	4	0.0002779700943041908	11937.067337948396	4294370978.956902	1589	0.794500
75	13	0.0028815027523077905	58823.529411764706	2041418370.437102	204	0.102000
76	8	0.0014089487188688975	11551.724137931034	819882411.210539	1044	0.522000
77	12	0.003153336082386999	37839.0092879257	1199967435.946326	323	0.161500
78	4	0.00023880333065398488	46860.46511627907	19623036558.637623	344	0.172000
79	5	0.0004551441205564479	7406.027397260274	1627182821.358151	1825	0.912500
80	10	0.0020468245934441775	12393.442622950819	605495977.321235	976	0.488000
81	9	0.0013950592182907368	1150000.0	82433776539.891327	11	0.005500
82	9	0.001659380290975841	33101.3986013986	1994804754.644409	572	0.286000
83	6	0.0007295180485075	13042.25352112676	1787790284.050063	923	0.461500
84	8	0.0011273697562443248	9803.252032520326	869568378.152057	1230	0.615000
85	8	0.001255981027897755	36784.74114441417	2928765568.219049	367	0.183500
86	10	0.0018739595554051866	39369.27223719677	2100860194.644105	371	0.185500
87	6	0.000725602923650216	81940.9594095941	11292809884.472244	271	0.135500
88	7	0.0010566132899485772	13564.293304994686	1283751811.321769	941	0.470500
89	13	0.0038334391614463573	56040.54054054054	1461886685.739321	296	0.148000
90	11	0.0023012998486515762	48671.05263157895	2114937362.847237	304	0.152000
91	5	0.0004820322730547624	7717.223650385604	1600976449.034689	1556	0.778000
92	8	0.0014672871112357392	14101.112234580385	961032824.408674	989	0.494500
93	16	0.004648422648255966	46666.666666666664	1003924676.164135	258	0.129000
94	8	0.0012661335313371158	30520.76677316294	2410548710.039895	626	0.313000
95	4	0.0002578976073001281	1027142.8571428572	398275450337.785828	14	0.007000
96	6	0.0007802528713128726	16759.055118110235	2147900373.587626	1270	0.635000
97	7	0.0009657474210483872	18807.74550484094	1947480690.000329	723	0.361500
98	3	0.0001636211158750254	29241.252302025783	17871319347.766384	543	0.271500
99	10	0.001976057371746576	14787.878787878788	748352604.699471	825	0.412500
100	8	0.001252406004763356	18002.607561929595	1437441711.477997	767	0.383500
101	5	0.0004924595362559913	48132.0293398533	9773803795.805403	409	0.204500
102	5	0.00038462881755579637	5768.632830361225	1499792054.685445	2187	1.093500
103	12	0.0031274803535269757	25475.890985324946	814581867.128741	477	0.238500
104	4	0.00028428833760897333	12298.919567827132	4326213093.009620	1666	0.833000
105	8	0.001279358764916237	68213.19796954315	5331827049.674411	197	0.098500
106	11	0.0021968082611017164	43783.393501805054	1993045641.727471	277	0.138500
107	9	0.0016762581615030834	25471.91011235955	1519569540.127458	534	0.267000
108	9	0.0013980817601003423	14488.567990373045	1036317546.353757	831	0.415500
109	7	0.0010150207241302006	16438.35616438356	1619509312.329491	730	0.365000
110	9	0.001619869638968542	20484.745762711864	1264592140.629660	590	0.295000
111	17	0.0058655834581977885	192793.6507936508	3286862190.301245	63	0.031500
112	6	0.0006782722604857728	136528.30188679244	20128834564.270668	106	0.053000
113	6	0.0007765998293292875	11891.42857142857	1531216895.205708	1050	0.525000
114	13	0.003831475908545775	49204.91803278688	1284228724.799330	244	0.122000
115	6	0.0008791928873465507	33218.13031161473	3778252748.685884	706	0.353000
116	4	0.0003011539081370162	35063.45733041575	11643035697.650320	457	0.228500
117	6	0.0007399094521522019	9829.1761148904	1328429491.796660	1323	0.661500
118	8	0.0012355157546656568	168903.84615384616	13670715592.294291	104	0.052000
119	6	0.0006041478301369648	5611.033193080879	928751591.752136	2139	1.069500
120	8	0.0013906731286341344	27348.519362186787	1966566938.585656	439	0.219500
121	5	0.00045041671356242674	49031.05590062112	10885709604.869894	322	0.161000
122	9	0.001650820705237846	26231.441048034936	1588993844.939380	458	0.229000
123	8	0.0013102651481105112	48794.59459459459	3724024359.092087	370	0.185000
124	11	0.0028510888355635145	41193.220338983054	1444824060.690919	295	0.147500
125	5	0.0004331223884508445	28762.550881953866	6640744329.035249	737	0.368500
126	7	0.0007697839727316172	48813.47150259068	6341190835.604130	386	0.193000
127	8	0.0017066164497589343	14539.95157384988	851975256.027050	826	0.413000
128	5	0.0005164041788858689	7792.550143266476	1509002046.357285	1745	0.872500
129	12	0.003357139946957405	182958.90410958903	5449844321.153956	73	0.036500
130	11	0.002322375460375778	37314.98470948012	1606759243.876389	327	0.163500
131	6	0.0007026832245521265	79005.4054054054	11243388477.514647	185	0.092500
132	7	0.0011973035506357948	22478.128179043742	1877395834.147807	983	0.491500
133	7	0.0012407411408138394	8656.509695290859	697688516.145411	1444	0.722000
134	9	0.0016565462704988614	21868.852459016394	1320147296.331446	549	0.274500
135	9	0.0015221339814130406	28306.603773584906	1859665614.006797	424	0.212000
136	4	0.0002909820098052147	19376.55860349127	6659022777.896152	802	0.401000
137	9	0.0015467334602386955	18114.4578313253	1171142717.879548	664	0.332000
138	12	0.0027576983095748543	29845.43325526932	1082258722.571150	427	0.213500
139	8	0.0011564541023575815	13390.055248618784	1157854346.736919	905	0.452500
140	11	0.002237382519622146	28008.528784648188	1251843451.069592	469	0.234500
141	6	0.0006217246091394941	9870.426829268292	1587588147.943021	1312	0.656000
142	10	0.0019313271445480411	36586.51026392962	1894371361.987161	341	0.170500
143	6	0.0007084182109438406	11289.167412712623	1593573757.689489	1117	0.558500
144	5	0.0004629813508948753	8414.403778040141	1817438931.135127	1694	0.847000
145	11	0.002444968779773798	54378.57142857143	2224100750.629364	280	0.140000
146	7	0.0009479637745948181	27681.09339407745	2920058043.140438	439	0.219500
147	4	0.0002496676027775882	98011.36363636363	39256740680.931541	176	0.088000
148	4	0.0004048394799650829	44947.07520891365	11102443567.991646	359	0.179500
149	11	0.0028401156392002394	66700.0	2348495823.172422	180	0.090000
150	7	0.0009046820310211473	19381.97424892704	2142407241.400371	932	0.466000
151	10	0.0017580848146660263	14302.74135876043	813540932.801506	839	0.419500
152	5	0.0005032008859816552	11045.571797076525	2195061972.581328	1163	0.581500
153	8	0.001281793968453853	101144.8275862069	7890880187.743240	145	0.072500
154	7	0.0008383389853882707	11125.115848007414	1327042545.267761	1079	0.539500
155	5	0.0006149512914712267	18576.773187840998	3020852680.615747	1283	0.641500
156	6	0.0007342882058228158	28364.36170212766	3862837608.300601	752	0.376000
157	11	0.002787207534194938	30449.76076555024	1092482623.011346	418	0.209000
158	5	0.00042437005110937024	31747.45417515275	7481077815.880233	491	0.245500
159	11	0.002750420471819255	51270.4081632653	1864093360.930092	392	0.196000
160	11	0.0027886966088613067	18026.905829596413	646427545.528541	669	0.334500
161	12	0.0031725730486846966	22533.112582781458	710247142.128069	604	0.302000
162	7	0.000905991938424116	41533.44768439108	4584306439.927324	583	0.291500
163	8	0.0013151443547925084	43049.8687664042	3273394840.222834	381	0.190500
164	9	0.0015099017048671674	16625.32981530343	1101086796.035132	758	0.379000
165	6	0.0008160323087009274	13222.664015904573	1620360255.211209	1006	0.503000
166	7	0.0011554143399066885	134525.25252525252	11643031138.137205	99	0.049500
167	10	0.0020319519023083476	48163.380281690144	2370301097.925766	355	0.177500
168	8	0.0011813128343749566	10507.880910683012	889508640.184206	1142	0.571000
169	5	0.0006335154684140716	7272.727272727273	1147995116.428362	1650	0.825000
170	4	0.0002522721224397382	28765.652951699463	11402628408.257345	559	0.279500
171	8	0.0011936121931841004	60933.333333333336	5104952218.791796	225	0.112500
172	7	0.0010963759559037157	24675.925925925927	2250680954.528067	648	0.324000
173	12	0.0028001686808402	22051.376146788993	787501606.510495	545	0.272500
174	9	0.0014892666416325229	18040.0	1211334357.892959	1300	0.650000
175	11	0.002043813839012493	53256.198347107435	2605726377.164826	242	0.121000
176	8	0.0010698057240006477	14609.223300970874	1365595818.326011	824	0.412000
177	7	0.0010803791578875644	77421.05263157895	7166100066.441401	190	0.095000
178	8	0.0012760987201424008	24000.0	1880732136.556261	505	0.252500
179	10	0.00170977103363831	20400.621118012423	1193178443.597203	644	0.322000
180	7	0.0010501048339465774	43446.04316546763	4137305220.477925	278	0.139000
181	4	0.00023286829396475307	167011.23595505618	71719182065.836197	89	0.044500
182	12	0.0033236185470386878	39900.33222591362	1200508672.628689	301	0.150500
183	9	0.0016531296710728298	40738.09523809524	2464301155.427681	336	0.168000
184	15	0.004599153383326828	55470.3196347032	1206098392.731251	219	0.109500
185	10	0.0021189500513619382	46327.935222672066	2186362678.721242	494	0.247000
186	12	0.0029626746928254114	39069.620253164554	1318727884.134669	316	0.158000
187	8	0.0011459718626963306	9592.32613908873	837047165.411837	1251	0.625500
188	6	0.0005631659119097141	27093.023255813954	4810842083.956167	688	0.344000
189	7	0.0010471499857087193	47192.399049881235	4506746755.173861	421	0.210500
190	16	0.005349364547024883	693818.1818181818	12970104586.622217	22	0.011000
191	8	0.0013479439536966968	32522.19321148825	2412725823.974590	383	0.191500
192	1	0.0	0	0.000000	0	0.000000
193	7	0.0008978172155272698	25755.656108597286	2868696964.744020	884	0.442000
194	5	0.0004979376564923321	7441.159420289855	1494395699.005903	1725	0.862500
195	11	0.0023999733252730348	122320.51282051283	5096744581.801701	156	0.078000
196	5	0.0005697672236593994	34176.39429312581	5998308134.303784	771	0.385500
197	8	0.0012456553636898133	26896.55172413793	2159228889.667448	493	0.246500
198	11	0.002355509721740297	78952.38095238095	3351817140.391153	273	0.136500
199	9	0.0018742089092400175	18407.9754601227	982172984.834339	652	0.326000
200	8	0.0011572538258868108	35425.11346444781	3061135899.036454	661	0.330500
201	9	0.001554597659606141	34489.36170212766	2218539307.222933	376	0.188000
202	7	0.0011127210708164886	34519.85559566787	3102291795.159135	554	0.277000
203	8	0.001547411350871696	29622.317596566525	1914314253.444514	466	0.233000
204	7	0.0010028641130494784	9040.251572327044	901443221.651796	1590	0.795000
205	13	0.003222443168834349	29582.309582309583	918008629.165901	407	0.203500
206	8	0.001206546986055064	45038.20224719101	3732817831.479676	445	0.222500
207	8	0.001172853346325121	8593.280914939241	732681521.437531	1399	0.699500
208	7	0.00106614406864347	12259.183673469388	1149861727.685972	980	0.490000
209	10	0.0020242415336196645	48530.18372703412	2397450150.922105	381	0.190500
210	13	0.0031436141400438965	66724.25249169435	2122533058.308120	301	0.150500
211	6	0.0007861188270881733	13809.944751381216	1756724745.597961	905	0.452500
212	9	0.001616124397668118	79683.67346938775	4930540741.061625	196	0.098000
213	5	0.0004557395207873943	19239.41493456505	4221581320.308811	1299	0.649500
214	5	0.0004976317781222173	19008.695652173912	3819831447.716275	920	0.460000
215	4	0.0003006440636625292	4362.007168458781	1450887409.741454	2790	1.395000
216	10	0.001957895887105557	16833.099579242637	859754480.930641	713	0.356500
217	9	0.001459311056418294	23005.671077504725	1576474701.333269	529	0.264500
218	11	0.0023247112096650467	17657.393850658857	759552044.681360	683	0.341500
219	9	0.0017052724553866592	22553.903345724906	1322598131.999881	538	0.269000
220	7	0.0008810555157855896	19835.552075176194	2251339539.760374	1277	0.638500
221	10	0.0023027966247919163	22671.669793621015	984527562.996278	533	0.266500
222	6	0.00071982434806252	53050.50505050505	7369923575.587781	297	0.148500
223	12	0.00292075870818718	37345.67901234568	1278629281.730918	324	0.162000
224	4	0.0003942431576802134	19134.703196347033	4853528191.762507	876	0.438000
225	6	0.0007639487486003257	11418.624891209747	1494684577.752331	1149	0.574500
226	6	0.0007247165387361851	821625.0	113371912376.678284	16	0.008000
227	11	0.002340995467652237	182609.75609756098	7800517185.097465	82	0.041000
228	5	0.0003979862801467859	29198.312236286918	7336512160.050260	711	0.355500
229	7	0.0010220110163443772	292232.5581395349	28593875451.833004	43	0.021500
230	8	0.0012314131877266918	12166.160081053698	987983478.729867	987	0.493500
231	10	0.002046813884383715	75579.66101694915	3692551606.512671	295	0.147500
232	7	0.0007734477869887232	660300.0	85370985648.211487	20	0.010000
233	16	0.004249738072637957	178365.21739130435	4197087210.856008	115	0.057500
234	11	0.0024607170065475774	45632.32323232323	1854431885.104458	495	0.247500
235	7	0.0008722461235138814	59188.524590163935	6785759445.908946	244	0.122000
236	9	0.001571454728904884	31732.283464566928	2019293417.076406	381	0.190500
237	11	0.0023237971138268363	44406.55737704918	1910948025.067611	305	0.152500
238	6	0.0007195178512712463	9828.483920367535	1365981842.352443	1306	0.653000
239	8	0.0012061421196184606	14427.884615384615	1196200943.037001	832	0.416000
240	9	0.0018404066265074982	59242.64705882353	3218997604.395745	272	0.136000
241	10	0.0018265629881082266	18610.644257703083	1018888620.447475	714	0.357000
242	12	0.002884645240521702	52387.543252595155	1816082602.881018	289	0.144500
