Total Nodes: 2000
Calculation Time (seconds): 4.592298269271851

Node	Degree	True_BC	Approximated_BC	ErrorPercentage	NumSSP	NumSSP/TotalNodes
0	6	0.0006317709760146523	14179.25194071983	2244365734.936833	1417	0.708500
1	7	0.0008963997392934761	16776.00607441154	1871487065.718504	1317	0.658500
2	7	0.0009356823368350402	13378.378378378378	1429799079.883095	2294	1.147000
3	6	0.0007257808425323465	7091.660923501034	977107658.694385	2902	1.451000
4	5	0.00048224332566286916	7127.583749109052	1478005580.910526	2806	1.403000
5	7	0.00098176267725434	109429.718875502	11146249539.631863	249	0.124500
6	6	0.0006980325943580802	13671.440606571188	1958567553.870608	2374	1.187000
7	6	0.0007431831954104539	29130.99870298314	3919760045.665610	771	0.385500
8	8	0.0012834113451052382	44802.2759601707	3490874133.817605	703	0.351500
9	7	0.000968012550090975	41524.904214559385	4289707116.157148	522	0.261000
10	9	0.0021053549188082116	20812.889812889814	988569077.907137	962	0.481000
11	6	0.0005811788631501166	9817.704918032787	1689274156.262294	3050	1.525000
12	5	0.00041341672401286117	17963.8637943016	4345219324.104079	1439	0.719500
13	14	0.0034919921765610884	117355.93220338984	3360715682.558307	177	0.088500
14	8	0.0014353073876351907	16383.540372670808	1141465520.104157	1288	0.644000
15	6	0.0007259065810685466	21313.253012048193	2936087485.908744	1328	0.664000
16	11	0.0023985598800661924	31675.507020280813	1320605121.638522	641	0.320500
17	8	0.0012618758742834954	22300.902708124373	1767281703.433086	997	0.498500
18	7	0.0010347353044750358	16081.979891724672	1554211863.404856	1293	0.646500
19	15	0.004564704798354931	50634.76070528967	1109266828.357292	397	0.198500
20	3	0.0001721133946051762	58996.06299212598	34277438403.529297	508	0.254000
21	9	0.0018260536820970165	90278.0269058296	4943886697.575166	223	0.111500
22	4	0.0002864638055193333	143722.77227722772	50171354712.755898	202	0.101000
23	8	0.0012598355807262457	186410.2564102564	14796395498.130211	156	0.078000
24	9	0.001293064090397896	28533.52353780314	2206659550.491332	701	0.350500
25	12	0.002933724639090939	45764.52119309262	1559945935.265037	637	0.318500
26	7	0.0009544264587597231	37971.731448763254	3978486780.812955	566	0.283000
27	2	6.678394425686565e-05	8492.753623188406	12716759471.018175	3933	1.966500
28	10	0.0019439995693956314	36410.90909090909	1872989465.642180	550	0.275000
29	4	0.00030738461941231783	12164.65652857892	3957470690.775501	1907	0.953500
30	6	0.0007106239492624151	10865.771812080537	1529046567.137880	2086	1.043000
31	4	0.00026390378328985725	28254.252461951655	10706270234.487305	1117	0.558500
32	10	0.0020098409847828036	19055.088702147525	948089268.582895	1071	0.535500
33	8	0.0014094800961376708	33501.56739811912	2376874003.431601	638	0.319000
34	5	0.000539292543617971	16554.621848739494	3069692230.192240	1309	0.654500
35	4	0.0003883868662917521	19494.675701839304	5019396124.174870	1033	0.516500
36	6	0.0006093330471055514	9198.523379819524	1509605102.526643	2438	1.219000
37	4	0.0002819758414819499	12916.27358490566	4580631175.723126	1696	0.848000
38	14	0.003768032008322227	32702.614379084967	867896306.051134	612	0.306000
39	7	0.0009769413679629312	8850.442477876106	905933742.921464	2260	1.130000
40	9	0.0014449836728759131	259534.88372093023	17961094450.250851	86	0.043000
41	6	0.0007832135042508319	14603.21237358715	1864525000.030748	1681	0.840500
42	6	0.0007586744447989855	14789.32584269663	1949363812.819699	1424	0.712000
43	6	0.0007957675044336202	13321.277878239904	1674016218.085418	1659	0.829500
44	9	0.0016576239000270212	41042.71356783919	2475996630.450747	796	0.398000
45	4	0.0002374356490719707	14503.263234227701	6108292100.819228	1379	0.689500
46	6	0.0006480547063851058	9974.224343675418	1539102115.507751	2095	1.047500
47	7	0.0010215707662387698	20910.404624277457	2046887430.001040	1384	0.692000
48	5	0.0004369903755241408	5369.664429530201	1228783125.051501	3725	1.862500
49	5	0.0004719599847481307	9162.150896206753	1941298143.980639	2399	1.199500
50	7	0.0009185017712665518	29714.84375	3235142681.382473	1024	0.512000
51	8	0.0012671925847629385	27566.34865568083	2175387365.736934	1153	0.576500
52	6	0.0007035818312957296	73933.11036789298	10508103873.028463	299	0.149500
53	10	0.002019012726739219	53435.64356435643	2646622323.755446	404	0.202000
54	9	0.0018096884821572862	21299.254526091587	1176956858.951369	939	0.469500
55	6	0.0005957993705294598	8696.0065199674	1459552720.983959	2454	1.227000
56	5	0.0004635367704390093	6150.582611293696	1326881175.344902	3347	1.673500
57	8	0.0012891805780809594	34945.898778359515	2710706171.295141	573	0.286500
58	6	0.0008220729480551829	98881.94444444444	12028366078.253906	288	0.144000
59	15	0.0042418305045089175	189584.90566037735	4469412467.495453	106	0.053000
60	10	0.0020369519853258586	20005.988023952097	982153046.862304	1002	0.501000
61	4	0.0003006853942657778	4262.441514249255	1417575078.421089	4702	2.351000
62	3	0.00011007078984318728	8051.529790660225	7314864999.206488	2484	1.242000
63	11	0.0023332444723794914	26334.21052631579	1128651905.310854	760	0.380000
64	8	0.0012864786225794188	43483.60655737705	3380048802.032389	488	0.244000
65	9	0.0015761663574089908	14661.302121433797	930187380.053504	1367	0.683500
66	11	0.0024924830862434865	36932.64248704663	1481760907.361907	579	0.289500
